,Text,Part,Document,Order,Sentence,Start,End,Annotator,Tag,Component,Speech,Speaker,SpeakerType,Set,Date,Year,Name,MainTag,NewBegin,NewEnd,idClip
23554,"RYAN: All I'm saying is, if you believe that life begins at conception, that, therefore, doesn't change the definition of life.",391,38_2012,0,0,83795,83923,,"{""O"": 9, ""Premise"": 20}",Premise," All I'm saying is, if you believe that life begins at conception, that, therefore, doesn't change the definition of life.",RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Premise,4667.28,4674.08,NOT_FOUND
23555,That's a principle.,391,38_2012,1,1,83923,83943,,"{""Premise"": 4, ""O"": 1}",Premise,That's a principle.,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Premise,4674.08,4675.16,NOT_FOUND
23556,"The policy of a Romney administration is to oppose abortion with exceptions for rape, incest and life of the mother.",391,38_2012,2,2,83943,84060,,"{""Claim"": 22}",Claim,"The policy of a Romney administration is to oppose abortion with exceptions for rape, incest and life of the mother.",RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Claim,4675.16,4684.24,NOT_FOUND
23557,"Now, I've got to take issue with the Catholic church and religious liberty.",391,38_2012,3,3,84060,84136,,"{""O"": 16}",O,"Now, I've got to take issue with the Catholic church and religious liberty.",RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,O,4684.24,4688.44,NOT_FOUND
23558,BIDEN: You have on the issue... (CROSSTALK),392,38_2012,0,0,84138,84182,,"{""O"": 11}",O, You have on the issue... (CROSSTALK),BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,O,4688.44,4690.52,NOT_FOUND
23559,RYAN: ... why would they keep -- why would they keep suing you?,393,38_2012,0,0,84184,84248,,"{""O"": 15}",O, ... why would they keep -- why would they keep suing you?,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,O,4690.52,4693.16,NOT_FOUND
23560,It's a distinction without a difference.,393,38_2012,1,1,84248,84289,,"{""O"": 8}",O,It's a distinction without a difference.,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,O,4693.16,4695.44,NOT_FOUND
23561,RYAN: We don't think that unelected judges should make this decision; that people through their elected representatives in reaching a consensus in society through the democratic process should make this determination.,395,38_2012,0,0,84458,84676,,"{""O"": 4, ""Claim"": 31}",Claim, We don't think that unelected judges should make this decision; that people through their elected representatives in reaching a consensus in society through the democratic process should make this determination.,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Claim,4705.48,4719.2,NOT_FOUND
23562,BIDEN: The court -- the next president will get one or two Supreme Court nominees.,396,38_2012,0,0,84677,84760,,"{""O"": 3, ""Premise"": 14}",Premise, The court -- the next president will get one or two Supreme Court nominees.,BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,Premise,4719.2,4725.6,NOT_FOUND
23563,That's how close Roe v. Wade is.,396,38_2012,1,1,84760,84793,,"{""Premise"": 8, ""O"": 1}",Premise,That's how close Roe v. Wade is.,BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,Premise,4725.6,4729.16,NOT_FOUND
23564,"Just ask yourself, with Robert Bork being the chief adviser on the court for -- for Mr. Romney, who do you think he's likely to appoint?",396,38_2012,2,2,84793,84930,,"{""Premise"": 30}",Premise,"Just ask yourself, with Robert Bork being the chief adviser on the court for -- for Mr. Romney, who do you think he's likely to appoint?",BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,Premise,4729.16,4741.0,NOT_FOUND
23565,Do you think he's likely to appoint someone like Scalia or someone else on the court far right that would outlaw (inaudible) -- outlaw abortion?,396,38_2012,3,3,84930,85075,,"{""Premise"": 29}",Premise,Do you think he's likely to appoint someone like Scalia or someone else on the court far right that would outlaw (inaudible) -- outlaw abortion?,BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,Premise,4741.0,4751.84,NOT_FOUND
23566,I suspect that would happen.,396,38_2012,4,4,85075,85104,,"{""Claim"": 5, ""O"": 1}",Claim,I suspect that would happen.,BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,Claim,4751.84,4753.52,NOT_FOUND
23567,"I guarantee you, that will not happen.",396,38_2012,5,5,85104,85143,,"{""Claim"": 8, ""O"": 1}",Claim,"I guarantee you, that will not happen.",BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,Claim,4753.52,4755.24,NOT_FOUND
23568,We picked two people.,396,38_2012,6,6,85143,85165,,"{""Premise"": 4, ""O"": 1}",Premise,We picked two people.,BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,Premise,4755.24,4757.0,NOT_FOUND
23569,We pick people who are open-minded.,396,38_2012,7,7,85165,85201,,"{""Premise"": 6, ""O"": 1}",Premise,We pick people who are open-minded.,BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,Premise,4757.0,4759.28,NOT_FOUND
23570,They've been good justices.,396,38_2012,8,8,85201,85229,,"{""Premise"": 5, ""O"": 1}",Premise,They've been good justices.,BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,Premise,4759.28,4761.08,NOT_FOUND
23571,So keep an eye on the Supreme Court...,396,38_2012,9,9,85229,85268,,"{""O"": 9}",O,So keep an eye on the Supreme Court...,BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,O,4761.08,4762.56,NOT_FOUND
23572,RYAN: Was there a litmus test on them?,397,38_2012,0,0,85270,85309,,"{""O"": 10}",O, Was there a litmus test on them?,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,O,4762.56,4763.44,NOT_FOUND
23573,BIDEN: There was no litmus test.,398,38_2012,0,0,85310,85343,,"{""O"": 3, ""Claim"": 5}",Claim, There was no litmus test.,BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,Claim,4763.44,4764.68,NOT_FOUND
23574,We picked people who had an open mind; did not come with an agenda.,398,38_2012,1,1,85343,85411,,"{""Premise"": 14, ""O"": 2}",Premise,We picked people who had an open mind; did not come with an agenda.,BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,Premise,4764.68,4768.6,NOT_FOUND
23575,"BIDEN: I would say to him the same thing I say to my son who did serve a year in Iraq, that we only have one truly sacred obligation as a government.",400,38_2012,0,0,86078,86228,,"{""O"": 5, ""Premise"": 20, ""Claim"": 10}",Premise," I would say to him the same thing I say to my son who did serve a year in Iraq, that we only have one truly sacred obligation as a government.",BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,Mixed,4813.0,4824.12,NOT_FOUND
23576,That's to equip those we send into harm's way and care for those who come home.,400,38_2012,1,1,86228,86308,,"{""Claim"": 18, ""O"": 1}",Claim,That's to equip those we send into harm's way and care for those who come home.,BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,Claim,4824.12,4829.24,NOT_FOUND
23577,That's the only sacred obligation we have.,400,38_2012,2,2,86308,86351,,"{""Claim"": 8, ""O"": 1}",Claim,That's the only sacred obligation we have.,BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,Claim,4829.24,4832.24,NOT_FOUND
23578,Everything else falls behind that.,400,38_2012,3,3,86351,86386,,"{""Claim"": 5, ""O"": 1}",Claim,Everything else falls behind that.,BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,Claim,4832.24,4835.04,NOT_FOUND
23579,"I would also tell him that the fact that he, this decorated soldier you talked about, fought for his country, that that should be honored.",400,38_2012,4,4,86386,86525,,"{""Claim"": 28, ""O"": 1}",Claim,"I would also tell him that the fact that he, this decorated soldier you talked about, fought for his country, that that should be honored.",BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,Claim,4835.04,4847.96,NOT_FOUND
23580,"He should not be thrown into a category of a 47 percent who don't pay their taxes while he was out there fighting and not having to pay taxes, and somehow not taking responsibility.",400,38_2012,5,5,86525,86707,,"{""Claim"": 36, ""O"": 1}",Claim,"He should not be thrown into a category of a 47 percent who don't pay their taxes while he was out there fighting and not having to pay taxes, and somehow not taking responsibility.",BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,Claim,4847.96,4859.6,NOT_FOUND
23581,"I would also tell him that there are things that have occurred in this campaign and occur in every campaign that I'm sure both of us regret anyone having said, particularly in these -- these special new groups that can go out there, raise all the money they want, not have to identify themselves, who say the most scurrilous things about the other candidate.",400,38_2012,6,6,86708,87067,,"{""Claim"": 31, ""O"": 2, ""Premise"": 37}",Premise,"I would also tell him that there are things that have occurred in this campaign and occur in every campaign that I'm sure both of us regret anyone having said, particularly in these -- these special new groups that can go out there, raise all the money they want, not have to identify themselves, who say the most scurrilous things about the other candidate.",BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,Mixed,4859.6,4880.64,NOT_FOUND
23582,It's -- it's an abomination.,400,38_2012,7,7,87067,87096,,"{""O"": 4, ""Claim"": 4}",O,It's -- it's an abomination.,BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,Mixed,4880.64,4882.76,NOT_FOUND
23583,"But the bottom line here is I'd ask that hero you referenced to take a look at whether or not Governor Romney or President Obama has the conviction to help lift up the middle class, restore them to where they were before this great recession hit and they got wiped out.",400,38_2012,8,8,87097,87367,,"{""O"": 7, ""Claim"": 47}",Claim,"But the bottom line here is I'd ask that hero you referenced to take a look at whether or not Governor Romney or President Obama has the conviction to help lift up the middle class, restore them to where they were before this great recession hit and they got wiped out.",BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,Claim,4882.76,4902.96,NOT_FOUND
23584,"Or whether or not he's going to continue to focus on taking care of only the very wealthy, not asking them to make -- pay any part of the deal to bring -- bring back the middle class and the economy of this country.",400,38_2012,9,9,87367,87583,,"{""Claim"": 46, ""O"": 1}",Claim,"Or whether or not he's going to continue to focus on taking care of only the very wealthy, not asking them to make -- pay any part of the deal to bring -- bring back the middle class and the economy of this country.",BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,Claim,4902.96,4914.92,NOT_FOUND
23585,I'd ask him to take a look at whether the president of the United States has acted wisely in the use of force and whether or not the slipshod comments being made by my -- my -- or by Governor Romney serve -- serve our interests very well.,400,38_2012,10,10,87584,87823,,"{""Claim"": 49, ""O"": 1}",Claim,I'd ask him to take a look at whether the president of the United States has acted wisely in the use of force and whether or not the slipshod comments being made by my -- my -- or by Governor Romney serve -- serve our interests very well.,BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,Claim,4914.92,4930.36,NOT_FOUND
23586,But there are things that have been said in campaigns that I -- I find not very appealing.,400,38_2012,11,11,87824,87915,,"{""O"": 2, ""Claim"": 17}",Claim,But there are things that have been said in campaigns that I -- I find not very appealing.,BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,Claim,4930.36,4937.2,NOT_FOUND
23587,"RYAN: First of all, I'd thank him to his service to our country.",402,38_2012,0,0,87945,88010,,"{""O"": 7, ""Claim"": 10}",Claim," First of all, I'd thank him to his service to our country.",RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Claim,4938.2,4941.68,NOT_FOUND
23588,"Second of all, I'd say we are not going to impose these devastating cuts on our military which compromises their mission and their safety.",402,38_2012,1,1,88010,88149,,"{""O"": 5, ""Claim"": 22}",Claim,"Second of all, I'd say we are not going to impose these devastating cuts on our military which compromises their mission and their safety.",RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Claim,4941.68,4948.72,NOT_FOUND
23589,"And then I would say, you have a president who ran for president four years ago promising hope and change, who has now turned his campaign into attack, blame and defame.",402,38_2012,2,2,88150,88320,,"{""O"": 2, ""Claim"": 33}",Claim,"And then I would say, you have a president who ran for president four years ago promising hope and change, who has now turned his campaign into attack, blame and defame.",RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Claim,4948.72,4960.8,NOT_FOUND
23590,"You see, if you don't have a good record to run on, then you paint your opponent as someone to run from.",402,38_2012,3,3,88321,88426,,"{""O"": 4, ""Premise"": 22}",Premise,"You see, if you don't have a good record to run on, then you paint your opponent as someone to run from.",RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Premise,4960.8,4968.28,NOT_FOUND
23591,That was what President Obama said in 2008.,402,38_2012,4,4,88426,88470,,"{""Premise"": 8, ""O"": 1}",Premise,That was what President Obama said in 2008.,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Premise,4968.28,4971.16,NOT_FOUND
23592,It's what he's doing right now.,402,38_2012,5,5,88470,88502,,"{""Claim"": 8, ""O"": 1}",Claim,It's what he's doing right now.,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Claim,4971.16,4973.08,NOT_FOUND
23593,Look at all the string of broken promises.,402,38_2012,6,6,88503,88546,,"{""Claim"": 8, ""O"": 1}",Claim,Look at all the string of broken promises.,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Claim,4973.08,4975.88,NOT_FOUND
23594,"If you like your health care plan, you can keep it.",402,38_2012,7,7,88546,88598,,"{""Premise"": 12, ""O"": 1}",Premise,"If you like your health care plan, you can keep it.",RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Premise,4975.88,4977.44,NOT_FOUND
23595,Try telling that to the 20 million people who are projected to lose their health insurance if Obamacare goes through or the 7-point million -- 7.4 million seniors who are going to lose it.,402,38_2012,8,8,88598,88787,,"{""Premise"": 34, ""O"": 1}",Premise,Try telling that to the 20 million people who are projected to lose their health insurance if Obamacare goes through or the 7-point million -- 7.4 million seniors who are going to lose it.,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Premise,4977.44,4987.04,NOT_FOUND
23596,"Or remember when he said this: I guarantee if you make less than $250,000, your taxes won't go up.",402,38_2012,9,9,88788,88887,,"{""Premise"": 23, ""O"": 1}",Premise,"Or remember when he said this: I guarantee if you make less than $250,000, your taxes won't go up.",RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Premise,4987.04,4993.24,NOT_FOUND
23597,"Of the 21 tax increases in Obamacare, 12 of them hit the middle class.",402,38_2012,10,10,88887,88958,,"{""Premise"": 15, ""O"": 1}",Premise,"Of the 21 tax increases in Obamacare, 12 of them hit the middle class.",RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Premise,4993.24,4997.64,NOT_FOUND
23598,"Or remember when he said health insurance premiums will go down $2,500 per family, per year?",402,38_2012,11,11,88959,89052,,"{""O"": 2, ""Premise"": 17}",Premise,"Or remember when he said health insurance premiums will go down $2,500 per family, per year?",RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Premise,4997.64,5002.96,NOT_FOUND
23599,"They've gone up $3,000, and they're expected to go up another $2,400.",402,38_2012,12,12,89052,89122,,"{""Premise"": 17, ""O"": 1}",Premise,"They've gone up $3,000, and they're expected to go up another $2,400.",RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Premise,5002.96,5006.24,NOT_FOUND
23600,"Or remember when he said, ""I promise by the end of my first term I'll cut the deficit in half in four years""?",402,38_2012,13,13,89123,89233,,"{""O"": 2, ""Premise"": 26}",Premise,"Or remember when he said, ""I promise by the end of my first term I'll cut the deficit in half in four years""?",RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Premise,5006.24,5012.84,NOT_FOUND
23601,"We've had four budgets, four trillion-dollar deficits.",402,38_2012,14,14,89233,89288,,"{""Premise"": 9, ""O"": 1}",Premise,"We've had four budgets, four trillion-dollar deficits.",RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Premise,5012.84,5017.48,NOT_FOUND
23602,A debt crisis is coming.,402,38_2012,15,15,89289,89314,,"{""Premise"": 5, ""O"": 1}",Premise,A debt crisis is coming.,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Premise,5017.48,5019.36,NOT_FOUND
23603,We can't keep spending and borrowing like this.,402,38_2012,16,16,89314,89362,,"{""Claim"": 9, ""O"": 1}",Claim,We can't keep spending and borrowing like this.,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Claim,5019.36,5022.6,NOT_FOUND
23604,We can't keep spending money we don't have.,402,38_2012,17,17,89362,89406,,"{""Claim"": 10, ""O"": 1}",Claim,We can't keep spending money we don't have.,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Claim,5022.6,5025.52,NOT_FOUND
23605,Leaders run to problem to fix problems.,402,38_2012,18,18,89407,89447,,"{""O"": 8}",O,Leaders run to problem to fix problems.,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,O,5025.52,5028.12,NOT_FOUND
23606,President Obama has not even put a credible plan on the table in any of his four years to deal with this debt crisis.,402,38_2012,19,19,89447,89565,,"{""Premise"": 24, ""O"": 1}",Premise,President Obama has not even put a credible plan on the table in any of his four years to deal with this debt crisis.,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Premise,5028.12,5035.84,NOT_FOUND
23607,I passed two budgets to deal with this.,402,38_2012,20,20,89565,89605,,"{""Premise"": 8, ""O"": 1}",Premise,I passed two budgets to deal with this.,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Premise,5035.84,5037.24,NOT_FOUND
23608,Mitt Romney's put ideas on the table.,402,38_2012,21,21,89605,89643,,"{""Premise"": 8, ""O"": 1}",Premise,Mitt Romney's put ideas on the table.,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Premise,5037.24,5040.04,NOT_FOUND
23609,We've got to tackle this debt crisis before it tackles us.,402,38_2012,22,22,89644,89703,,"{""Premise"": 12, ""O"": 1}",Premise,We've got to tackle this debt crisis before it tackles us.,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Premise,5040.04,5042.92,NOT_FOUND
23610,The president likes to say he has a plan.,402,38_2012,23,23,89703,89745,,"{""Premise"": 9, ""O"": 1}",Premise,The president likes to say he has a plan.,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Premise,5042.92,5044.92,NOT_FOUND
23611,He gave a speech.,402,38_2012,24,24,89745,89763,,"{""Premise"": 4, ""O"": 1}",Premise,He gave a speech.,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Premise,5044.92,5046.2,NOT_FOUND
23612,"We asked his budget office, ""Can we see the plan?""",402,38_2012,25,25,89763,89814,,"{""Premise"": 14}",Premise,"We asked his budget office, ""Can we see the plan?""",RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Premise,5046.2,5048.6,NOT_FOUND
23613,They sent us to the press secretary.,402,38_2012,26,26,89814,89851,,"{""Premise"": 7, ""O"": 1}",Premise,They sent us to the press secretary.,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Premise,5048.6,5050.24,NOT_FOUND
23614,He gave us a copy of the speech.,402,38_2012,27,27,89851,89884,,"{""Premise"": 8, ""O"": 1}",Premise,He gave us a copy of the speech.,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Premise,5050.24,5051.96,NOT_FOUND
23615,"We asked the Congressional Budget Office, ""Tell us what President Obama's plan is to prevent a debt crisis.""",402,38_2012,28,28,89884,89993,,"{""Premise"": 23}",Premise,"We asked the Congressional Budget Office, ""Tell us what President Obama's plan is to prevent a debt crisis.""",RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Premise,5051.96,5055.96,NOT_FOUND
23616,"They said, ""It's a speech, we can't estimate speeches.""",402,38_2012,29,29,89993,90049,,"{""Premise"": 16}",Premise,"They said, ""It's a speech, we can't estimate speeches.""",RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Premise,5055.96,5058.92,NOT_FOUND
23617,"You see, that's what we get in this administration -- speeches -- but we're not getting leadership.",402,38_2012,30,30,90050,90150,,"{""O"": 6, ""Claim"": 15}",Claim,"You see, that's what we get in this administration -- speeches -- but we're not getting leadership.",RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Claim,5058.92,5064.96,NOT_FOUND
23618,Mitt Romney is uniquely qualified to fix these problems.,402,38_2012,31,31,90151,90208,,"{""Claim"": 9, ""O"": 1}",Claim,Mitt Romney is uniquely qualified to fix these problems.,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Claim,5064.96,5069.56,NOT_FOUND
23619,"His lifetime of experience, his proven track record of bipartisanship.",402,38_2012,32,32,90208,90279,,"{""Premise"": 11, ""O"": 1}",Premise,"His lifetime of experience, his proven track record of bipartisanship.",RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Premise,5069.56,5073.88,NOT_FOUND
23620,And what do we have from the president?,402,38_2012,33,33,90280,90320,,"{""O"": 9}",O,And what do we have from the president?,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,O,5073.88,5075.28,NOT_FOUND
23621,He broke his big promise to bring people together to solve the country's biggest problems.,402,38_2012,34,34,90320,90411,,"{""Claim"": 16, ""O"": 1}",Claim,He broke his big promise to bring people together to solve the country's biggest problems.,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Claim,5075.28,5079.32,NOT_FOUND
23622,And what I would tell him is we don't have to settle for this.,402,38_2012,35,35,90412,90475,,"{""O"": 2, ""Claim"": 14}",Claim,And what I would tell him is we don't have to settle for this.,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Claim,5079.32,5082.04,NOT_FOUND
23623,BIDEN: Martha?,403,38_2012,0,0,90477,90492,,"{""O"": 4}",O, Martha?,BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,O,5082.04,5082.28,NOT_FOUND
23624,RYAN: We can do better than this.,404,38_2012,0,0,90493,90527,,"{""O"": 3, ""Claim"": 6}",Claim, We can do better than this.,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Claim,5082.28,5083.68,NOT_FOUND
23625,BIDEN: I hope I'll get equal time.,405,38_2012,0,0,90528,90563,,"{""O"": 10}",O, I hope I'll get equal time.,BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,O,5083.68,5085.6,NOT_FOUND
23626,BIDEN: The two budgets the congressman introduced have eviscerated all the things that the middle class cares about.,407,38_2012,0,0,90635,90752,,"{""O"": 3, ""Claim"": 17}",Claim, The two budgets the congressman introduced have eviscerated all the things that the middle class cares about.,BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,Claim,5090.68,5097.72,NOT_FOUND
23627,It is (inaudible) he will knock 19 million people off of Medicare.,407,38_2012,1,1,90752,90819,,"{""Premise"": 14, ""O"": 1}",Premise,It is (inaudible) he will knock 19 million people off of Medicare.,BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,Premise,5097.72,5101.28,NOT_FOUND
23628,"It will kick 200,000 children off of early education.",407,38_2012,2,2,90819,90873,,"{""Premise"": 9, ""O"": 1}",Premise,"It will kick 200,000 children off of early education.",BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,Premise,5101.28,5106.0,NOT_FOUND
23629,It will eliminate the tax credit people have to be able to send their children to college.,407,38_2012,3,3,90873,90964,,"{""Premise"": 17, ""O"": 1}",Premise,It will eliminate the tax credit people have to be able to send their children to college.,BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,Premise,5106.0,5110.2,NOT_FOUND
23630,It cuts education by $450 billion.,407,38_2012,4,4,90964,90999,,"{""Premise"": 7, ""O"": 1}",Premise,It cuts education by $450 billion.,BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,Premise,5110.2,5114.8,NOT_FOUND
23631,It does -- it does virtually nothing except continue to increase the tax cuts for the very wealthy.,407,38_2012,5,5,90999,91099,,"{""O"": 4, ""Premise"": 15}",Premise,It does -- it does virtually nothing except continue to increase the tax cuts for the very wealthy.,BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,Premise,5114.8,5121.68,NOT_FOUND
23632,"And, you know, we've had enough of this.",407,38_2012,6,6,91099,91140,,"{""O"": 12}",O,"And, you know, we've had enough of this.",BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,O,5121.68,5124.72,NOT_FOUND
23633,"The idea that he's so concerned about these deficits, I've pointed out he voted to put two wars on a credit card.",407,38_2012,7,7,91141,91255,,"{""O"": 26}",O,"The idea that he's so concerned about these deficits, I've pointed out he voted to put two wars on a credit card.",BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,O,5124.72,5131.76,NOT_FOUND
23634,He did...,407,38_2012,8,8,91255,91265,,"{""O"": 3}",O,He did...,BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,O,5131.76,5132.12,NOT_FOUND
23635,RYAN: Not raising taxes is not cutting taxes.,410,38_2012,0,0,91414,91460,,"{""O"": 10}",O, Not raising taxes is not cutting taxes.,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,O,5137.8,5139.32,NOT_FOUND
23636,"And by the way, our budget...",410,38_2012,1,1,91460,91490,,"{""O"": 8}",O,"And by the way, our budget...",RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,O,5139.32,5140.64,NOT_FOUND
23637,BIDEN: We have not raised... (CROSSTALK),411,38_2012,0,0,91491,91532,,"{""O"": 10}",O, We have not raised... (CROSSTALK),BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,O,5140.64,5141.68,NOT_FOUND
23638,RYAN: ... by 3 percent a year instead of 4.5 percent like they propose.,412,38_2012,0,0,91534,91606,,"{""O"": 16}",O, ... by 3 percent a year instead of 4.5 percent like they propose.,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,O,5141.68,5144.72,NOT_FOUND
23639,Not spending more money as much as they say is not a spending cut.,412,38_2012,1,1,91606,91673,,"{""O"": 15}",O,Not spending more money as much as they say is not a spending cut.,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,O,5144.72,5146.8,NOT_FOUND
23640,"RYAN: Honesty, no one else could?",414,38_2012,0,0,91964,91998,,"{""O"": 9}",O," Honesty, no one else could?",RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,O,5162.72,5165.68,NOT_FOUND
23641,There are plenty of fine people who could lead this country.,414,38_2012,1,1,91998,92059,,"{""Premise"": 11, ""O"": 1}",Premise,There are plenty of fine people who could lead this country.,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Premise,5165.68,5168.36,NOT_FOUND
23642,"But what you need are people who, when they say they're going to do something, they go do it.",414,38_2012,2,2,92059,92153,,"{""O"": 2, ""Claim"": 21}",Claim,"But what you need are people who, when they say they're going to do something, they go do it.",RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Claim,5168.36,5174.0,NOT_FOUND
